Taxa	MetaCyc_complete_name	Representative_taxa	NCBI_IDs	Taxa_range	NCBI_IDs	MetaCycID_2	name	pathClass	Class	Category
PWY-6358	PWY.6358..superpathway.of.D.myo.inositol..1.4.5..trisphosphate.metabolism	Saccharomyces cerevisiae,Homo sapiens,	4932,9606,	Eukaryota,	2759,	PWY-6358	cyclitols biosynthesis	Sugars-Biosynthesis,Carbohydrates-Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-6362	PWY.6362..1D.myo.inositol.hexakisphosphate.biosynthesis.II..mammalian.	Homo sapiens,	9606,	Metazoa,	33208,	PWY-6362	phytate biosynthesis	Sugars-Biosynthesis,Carbohydrates-Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-6367	PWY.6367..D.myo.inositol.5.phosphate.metabolism	Saccharomyces cerevisiae,Rattus norvegicus,Homo sapiens,Arabidopsis thaliana,	4932,10116,9606,	Eukaryota,	2759,	PWY-6367	cyclitols biosynthesis	Sugars-Biosynthesis,Carbohydrates-Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-6368	PWY.6368..3.phosphoinositide.degradation	Homo sapiens,Saccharomyces cerevisiae,	9606,4932,	Eukaryota,	2759,	PWY-6368	3 phosphoinositide degradation	Fatty-Acid-and-Lipid-Degradation,Degradation,Pathways	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY-6371	PWY.6371..superpathway.of.inositol.phosphate.compounds	Saccharomyces cerevisiae,	4932,	Eukaryota,	2759,	PWY-6371	cyclitols biosynthesis	Sugars-Biosynthesis,Carbohydrates-Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-6383	PWY.6383..mono.trans..poly.cis.decaprenyl.phosphate.biosynthesis	Mycobacterium smegmatis,Mycobacterium tuberculosis,Mycobacterium tuberculosis,	1772,83332,1773,	Mycobacteriaceae,	1762,	PWY-6383	mono trans poly cis decaprenyl phosphate biosynthesis	Polyprenyl-Biosynthesis,Cofactor-Biosynthesis,Biosynthesis	Polyprenyl-Biosynthesis	Biosynthesis
PWY-6385	PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria.	Mycobacterium leprae,Mycobacterium smegmatis,Mycobacterium tuberculosis,Mycobacterium tuberculosis,	1769,1772,83332,1773,	Mycobacteriaceae,	1762,	PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	Peptidoglycan-Biosynthesis,Cell-Wall-Biosynthesis,Cell Structures Biosynthesis,Biosynthesis	Cell Structures Biosynthesis	Biosynthesis
PWY-6386	PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.	Aerococcus viridans,Arthrobacter citreus,Arthrobacter crystallopoietes,Pseudarthrobacter polychromogenes,Enterococcus faecalis,Kocuria rosea,Lactobacillus salivarius,Lactococcus lactis,Leuconostoc mesenteroides,Micrococcus luteus,Sporosarcina pasteurii,Sporosarcina ureae,Staphylococcus aureus,Staphylococcus epidermidis,Staphylococcus haemolyticus,Streptococcus equinus,Streptococcus pasteurianus,Streptococcus thermophilus,Weissella viridescens,Arthrobacter aurescens,	1377,1670,37928,1676,1351,1275,1624,1358,33965,1270,1474,1571,1280,1282,1283,1335,197614,1308,1629,	Actinobacteria <phylum>,Firmicutes,	201174,1239,	PWY-6386	UDP N acetylmuramoyl pentapeptide biosynthesis II lysine containing	Acetylmuramoyl-Pentapeptide-Biosynthesis,Cell-Wall-Biosynthesis,Cell Structures Biosynthesis,Biosynthesis	Cell Structures Biosynthesis	Biosynthesis
PWY-6387	PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.	Escherichia coli,	511145,	Bacteria,	2,	PWY-6387	UDP N acetylmuramoyl pentapeptide biosynthesis I meso diaminopimelate containing	Acetylmuramoyl-Pentapeptide-Biosynthesis,Cell-Wall-Biosynthesis,Cell Structures Biosynthesis,Biosynthesis	Cell Structures Biosynthesis	Biosynthesis
PWY-6395	PWY.6395..superpathway.of.seleno.compound.metabolism	Astragalus,Astragalus bisulcatus,Brassica juncea,Brassica oleracea,Brassica oleracea,Neptunia,Pisum sativum,Saccharomyces cerevisiae,Spartina,Sporobolus alterniflorus,Spinacia oleracea,Arabidopsis thaliana,	20400,20406,3707,3716,36774,138526,3888,4932,15853,29706,3562,	Bacteria,Fungi,Viridiplantae,	2,4751,33090,	PWY-6395	superpathway of seleno compound metabolism	Other-Amino Acids Biosynthesis,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
PWY-6396	PWY.6396..superpathway.of.2.3.butanediol.biosynthesis	Saccharomyces cerevisiae,Paenibacillus polymyxa,Corynebacterium glutamicum,[Enterobacter] aerogenes,Klebsiella pneumoniae,Lactobacillus brevis,Lactococcus lactis,Lactococcus lactis,Leuconostoc lactis,Brevibacillus brevis,	4932,1406,1718,548,573,1580,1358,44688,1246,	Fungi,Bacteria,	4751,2,	PWY-6396	superpathway of 2,3-butanediol biosynthesis	Butanediol-Biosynthesis,Fermentation,Energy-Metabolism,Pathways	Fermentation	Energy-Metabolism
PWY-6397	PWY.6397..mycolyl.arabinogalactan.peptidoglycan.complex.biosynthesis	Mycobacterium avium,Mycobacterium smegmatis,Mycobacterium leprae,Mycobacterium tuberculosis,Mycobacterium tuberculosis,	1764,1772,1769,83332,1773,	Mycobacteriaceae,	1762,	PWY-6397	cell wall biosynthesis	Cell-Wall-Biosynthesis,Cell Structures Biosynthesis,Biosynthesis	cell Structures Biosynthesis	Biosynthesis
PWY-6404	PWY.6404..superpathway.of.mycolyl.arabinogalactan.peptidoglycan.complex.biosynthesis	Mycobacterium avium,Mycobacterium smegmatis,Mycobacterium leprae,Mycobacterium tuberculosis,Mycobacterium tuberculosis,	1764,1772,1769,83332,1773,	Mycobacteriaceae,	1762,	PWY-6404	cell wall biosynthesis	Cell-Wall-Biosynthesis,Cell Structures Biosynthesis,Biosynthesis	cell Structures Biosynthesis	Biosynthesis
PWY-6415	PWY.6415..L.ascorbate.biosynthesis.V	Euglena gracilis,Euglena gracilis Z,	3039,	Euglena,	3038,	PWY-6415	L ascorbate biosynthesis V	Ascorbate-Biosynthesis,Vitamin-Biosynthesis,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	Vitamin-Biosynthesis	Biosynthesis
PWY-6432	PWY.6432..curcuminoid.biosynthesis	Curcuma longa,	136217,	Curcuma,	99568,	PWY-6432	polyketides biosynthesis	polyketides biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-6433	PWY.6433..hydroxylated.fatty.acid.biosynthesis..plants.	Physaria fendleri,Physaria lindheimeri,Physaria kathryn,	63442,439687,	Viridiplantae,	33090,	PWY-6433	hydroxylated fatty acids	hydroxylated fatty acids 	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY-6435	PWY.6435..4.hydroxybenzoate.biosynthesis.V	Lithospermum erythrorhizon,	34254,	Viridiplantae,	33090,	PWY-6435	4 hydroxybenzoate biosynthesis V	4-Hydroxybenzoate-Biosynthesis,Aromatic Compounds Biosynthesis,Biosynthesis	Aromatic Compounds Biosynthesis	Biosynthesis
PWY-6453	PWY.6453..stigma.estolide.biosynthesis	Petunia x hybrida,	4102,	Solanaceae,	4070,	PWY-6453	stigma estolide biosynthesis	Fatty Acid and Lipid Biosynthesis,Biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY-6467	PWY.6467..Kdo.transfer.to.lipid.IVA.III..Chlamydia.	Chlamydia pneumoniae,Chlamydia psittaci,Chlamydia psittaci <Chlamydophila psittaci>,	83558,331636,83554,	PVC group,	1783257,	PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	Cell Structures Biosynthesis,Biosynthesis	Cell Structures Biosynthesis	Biosynthesis
PWY-6470	PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance.	Enterococcus faecium,	1352,	Actinobacteria <phylum>,Firmicutes,	201174,1239,	PWY-6470	peptidoglycan biosynthesis V andbeta lactam resistance	Peptidoglycan-Biosynthesis,Cell-Wall-Biosynthesis,Cell Structures Biosynthesis,Biosynthesis	Cell Structures Biosynthesis	Biosynthesis
PWY-6471	PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium.	Enterococcus faecium,Enterococcus hirae,Lactococcus lactis,	1352,1354,1360,	Lactobacillales,	186826,	PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	Antibiotic-Resistance,Detoxification,Pathways	Detoxification	Detoxification
PWY-6478	PWY.6478..GDP.D.glycero..alpha..D.manno.heptose.biosynthesis	Aneurinibacillus thermoaerophilus,	143495,	Bacteria,	2,	PWY-6478	GDP-D-glycero-alpha,-D-manno-heptose biosynthesis	GDP-Sugar-Biosynthesis,Sugar Nucleotides Biosynthesis,Sugars Biosynthesis,Carbohydrates Biosynthesis,Biosynthesis	Carbohydrates Biosynthesis	Biosynthesis
PWY-6486	PWY.6486..D.galacturonate.degradation.II	Agrobacterium fabrum,Agrobacterium tumefaciens,Delftia acidovorans,Pseudomonas putida,Pseudomonas sp.,Pseudomonas syringae,	176299,358,80866,303,306,317,	Bacteria,	2,	PWY-6486	D galacturonate degradation II	D-Galacturonate-Degradation,SUGAR-ACIDS-DEG,Carboxylates Degradation/Sugar Derivatives Degradation,Secondary Metabolites Degradation,Degradation/Utilization/Assimilation	Sugar Derivatives Degradation	Degradation
PWY-6491	PWY.6491..D.galacturonate.degradation.III	Aspergillus niger,Aspergillus nidulans,Trichoderma reesei,	5061,162425,51453,	Fungi,	4751,	PWY-6491	D galacturonate degradation III	D-Galacturonate-Degradation,SUGAR-ACIDS-DEG,Carboxylates Degradation/Sugar Derivatives Degradation,Secondary Metabolites Degradation,Degradation/Utilization/Assimilation	Sugar Derivatives Degradation	Degradation
PWY-6503	PWY.6503..superpathway.of.ergotamine.biosynthesis	Claviceps fusiformis,Claviceps purpurea,	40602,5111,	Clavicipitaceae,	34397,	PWY-6503	Alkaloids biosinthesis	Nitrogen-containing secondary compound bio.	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-6505	PWY.6505..L.tryptophan.degradation.XII..Geobacillus.	Geobacillus thermodenitrificans,	420246,	Bacteria,	2,	PWY-6505	L tryptophan degradation	Proteinogenic Amino Acids Biosynthesis	Amino Acids Degradation	Degradation
PWY-6507	PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation	Dickeya dadantii,Escherichia coli,Pectobacterium carotovorum,Pseudomonas sp.,Streptococcus agalactiae,Erwinia chrysanthemi EC16,	198628,511145,554,306,211110,	Bacteria,	2,	PWY-6507	4 deoxy L threo hex 4 enopyranuronate degradation	Sugar Derivatives Degradation,SECONDARY-METABOLITE-DEGRADATION,Degradation/Utilization/Assimilation	Sugar Derivatives Degradation	Degradation
PWY-6516	PWY.6516..superpathway.of.microbial.D.galacturonate.and.D.glucuronate.degradation	Acinetobacter sp. ADP1,Agrobacterium tumefaciens,Agrobacterium fabrum,Aquifex aeolicus,Aspergillus niger,Bacillus subtilis,Clostridium acetobutylicum,Deinococcus radiodurans,Delftia acidovorans,Dickeya dadantii,Aspergillus nidulans,Dickeya chrysanthemi,Escherichia coli,Haemophilus influenzae,Pectobacterium carotovorum,Pseudomonas aeruginosa,Pseudomonas putida,Pseudomonas sp.,Pseudomonas syringae,Trichoderma reesei,Erwinia chrysanthemi EC16,	62977,358,176299,63363,5061,1423,1488,1299,80866,198628,162425,556,511145,727,554,287,303,306,317,51453,	Fungi,Bacteria,	4751,2,	PWY-6516	superpathway of microbial D galacturonate and D glucuronate degradation	Sugar-Derivatives-Degradation,Secondary-Metabolites-Degradation,Degradation	Secondary Metabolites Degradation	Degradation
PWY-6518	PWY.6518..glycocholate.metabolism..bacteria.	Bacteroides fragilis,Clostridium perfringens,Clostridium sp. ATCC 29733,Bifidobacterium longum,Blautia producta,Clostridium innocuum,Clostridium paraputrificum,	272559,195102,1507,	Bacteria,	2,	PWY-6518	glycocholate metabolism (bacteria)	Bile-Acids-Degradation,Degradation,Pathways	Bile-Acids-Degradation	Degradation
PWY-6519	PWY.6519..8.amino.7.oxononanoate.biosynthesis.I	Escherichia coli,Francisella tularensis,Haemophilus influenzae,Helicobacter pylori,Prochlorococcus marinus,	511145,401614,71421,85962,93059,	Bacteria,	2,	PWY-6519	8 amino 7 oxononanoate biosynthesis I	7-Keto-8-aminopelargonate-Biosynthesis,BIOTIN-SYN,Vitamin-Biosynthesis,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	Vitamin-Biosynthesis	Biosynthesis
PWY-6524	PWY.6524..lychnose.and.isolychnose.biosynthesis	Cerastium arvense,Stellaria media,	271558,13274,	Caryophyllaceae,	3568,	PWY-6524	lychnose and isolychnose biosynthesis	Oligosaccharides-Biosynthesis,Carbohydrates Biosynthesis,Biosynthesis	Carbohydrates Biosynthesis	Biosynthesis
PWY-6527	PWY.6527..stachyose.degradation	Cucumis melo,Cucumis sativus,	3656,3659,	Viridiplantae,	33090,	PWY-6527	stachyose degradation	Sugars-And-Polysaccharides-Degradation,Carbohydrates Degradation,Degradation	Carbohydrates Degradation	Degradation
PWY-6531	PWY.6531..mannitol.cycle	Cryptosporidium parvum,Ectocarpus siliculosus,Eimeria,Eimeria tenella,Toxoplasma gondii,Toxoplasma gondii,Toxoplasma gondii,	5807,2880,5800,5802,5811,508771,383379,	Phaeophyceae,Apicomplexa,	2870,5794,	PWY-6531	mannitol cycle	SUGAR-ALCOHOLS-DEG,Sugar Derivatives Degradation,Secondary Metabolites Degradation,Degradation/Utilization/Assimilation	Sugar Derivatives Degradation	Degradation
PWY-6538	PWY.6538..caffeine.degradation.III..bacteria..via.demethylation.	Serratia marcescens,Pseudomonas putida,Pseudomonas putida,Pseudomonas putida,Pseudomonas putida,Pseudomonas putida,Pseudomonas putida,	615,	Bacteria,	2,	PWY-6538	caffeine degradation	Nitrogen-containing secondary compound bio.	Secondary Metabolites Degradation	Degradation
PWY-6540	PWY.6540..costunolide.biosynthesis	Artemisia annua,Barnadesia spinosa,Cichorium intybus,Helianthus annuus,Lactuca sativa,Pogostemon cablin,Solidago canadensis,Tanacetum parthenium,	35608,171760,13427,4232,4236,28511,59297,127999,	Viridiplantae,cellular organisms,	33090,131567,	PWY-6540	costunolide biosynthesis	Sesquiteterpene-Lactone-Biosynthesis,Sesquiterpenoids-Biosynthesis,Terpenoids-Biosynthesis,Secondary-Metabolites-BiosynthesisBiosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-6545	PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III	Aeropyrum pernix,Aquifex aeolicus,Aquifex aeolicus,Borreliella burgdorferi,Campylobacter jejuni,Campylobacter jejuni,Chlamydia pneumoniae,Chlamydia psittaci <Chlamydophila psittaci>,Chlamydia trachomatis,Chlamydia trachomatis,Corynebacterium glutamicum,Corynebacterium glutamicum,Dictyostelium discoideum,Halobacterium salinarum,Helicobacter pylori,Mycobacterium bovis,Mycobacterium tuberculosis,Mycobacterium tuberculosis,Pyrobaculum aerophilum,Pyrococcus abyssi,Pyrococcus furiosus,Pyrococcus horikoshii,Rhodobacter capsulatus,Rickettsia prowazekii,Rickettsia prowazekii,Sulfolobus solfataricus,Sulfolobus tokodaii,Thermoplasma acidophilum,Thermoplasma volcanium,Thermotoga maritima,Treponema pallidum,	56636,63363,224324,139,197,192222,83558,83554,813,272561,1718,196627,44689,2242,210,1765,1773,83332,13773,29292,2261,53953,1061,782,272947,2287,111955,2303,50339,2336,160,	Dictyostelium,Viruses,Bacteria,Archaea,	5782,10239,2,2157,	PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	Pyrimid-Deoxyribonucleot-De-Novo-Biosyn,Deoxyribonucleotide-Biosynthesis,Pyrimidine-De-Novo-Biosyn,Nucleosides and Nucleotides Biosynthesis,Biosynthesis	Nucleosides and Nucleotides Biosynthesis	Biosynthesis
PWY-6549	PWY.6549..L.glutamine.biosynthesis.III	Arabidopsis thaliana,		Embryophyta,	3193,	PWY-6549	L glutamine biosynthesis III	GLUTAMINE-SYN,IND-AMINO-ACID-SYN,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
PWY-6554	PWY.6554..1D.myo.inositol.hexakisphosphate.biosynthesis.V..from.Ins.1.3.4.P3.	Arabidopsis thaliana,		Viridiplantae,	33090,	PWY-6554	phytate biosynthesis	cyclitols-Biosynthesis,Sugar-Derivatives-Biosynthesis,Secondary-Metabolites-Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-6555	PWY.6555..superpathway.of.1D.myo.inositol.hexakisphosphate.biosynthesis..plants.	Arabidopsis thaliana,		Viridiplantae,	33090,	PWY-6555	phytate biosynthesis	cyclitols-Biosynthesis,Sugar-Derivatives-Biosynthesis,Secondary-Metabolites-Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-6557	PWY.6557..glycoaminoglycan.protein.linkage.region.biosynthesis	Homo sapiens,	9606,	Metazoa,	33208,	PWY-6557	glycosaminoglycans synthesis	Polysaccharides-Biosynthesis,Carbohydrates Biosynthesis,Biosynthesis	Carbohydrates Biosynthesis	Biosynthesis
PWY-6558	PWY.6558..heparan.sulfate.biosynthesis..late.stages.	Homo sapiens,	9606,	Metazoa,	33208,	PWY-6558	glycosaminoglycans synthesis	Polysaccharides-Biosynthesis,Carbohydrates Biosynthesis,Biosynthesis	Carbohydrates Biosynthesis	Biosynthesis
PWY-6562	PWY.6562..norspermidine.biosynthesis	Vibrio vulnificus,Vibrio alginolyticus,Vibrio vulnificus,Vibrio parahaemolyticus,Vibrio alginolyticus,Vibrio cholerae,	216895,1219076,672,670,663,666,	Vibrionaceae,	641,	PWY-6562	norspermidine biosynthesis	Polyamine-Biosynthesis,Biosynthesis,Pathways	Polyamine-Biosynthesis	Biosynthesis
PWY-6564	PWY.6564..heparan.sulfate.biosynthesis	Homo sapiens,	9606,	Metazoa,	33208,	PWY-6564	glycosaminoglycans synthesis	Polysaccharides-Biosynthesis,Carbohydrates Biosynthesis,Biosynthesis	Carbohydrates Biosynthesis	Biosynthesis
PWY-6565	PWY.6565..superpathway.of.polyamine.biosynthesis.III	Vibrio vulnificus,Vibrio alginolyticus,Vibrio vulnificus,Vibrio parahaemolyticus,Vibrio alginolyticus,Vibrio cholerae,	216895,1219076,672,670,663,666,	Vibrionaceae,	641,	PWY-6565	superpathway of polyamine biosynthesis III	Polyamine-Biosynthesis,Biosynthesis,Pathways	Polyamine-Biosynthesis	Biosynthesis
PWY-6572	PWY.6572..chondroitin.sulfate.degradation.I..bacterial.	Streptococcus agalactiae,Bacteroides thetaiotaomicron,Pedobacter heparinus,Proteus vulgaris,	1311,818,984,585,	Bacteria,	2,	PWY-6572	chondroitin sulfate degradation I (bacterial)	Glycosaminoglycan-Degradation,POLYSACCHARIDES-DEG,Degradation/Utilization/Assimilation	POLYSACCHARIDES-DEG	Degradation
PWY-6581	PWY.6581..spirilloxanthin.and.2.2.diketo.spirilloxanthin.biosynthesis	Rhodospirillum rubrum,Rubrivivax gelatinosus,	1085,28068,	Bacteria,	2,	PWY-6581	caroteniuds biosynthesis	Terpenoids Biosynthesis,Secondary Metabolites Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-6588	PWY.6588..pyruvate.fermentation.to.acetone	Clostridium acetobutylicum,Clostridium acetobutylicum,Clostridium beijerinckii,Clostridium botulinum,Clostridium pasteurianum,Clostridium saccharobutylicum,	1488,272562,1520,1491,1501,169679,	Bacteria,	2,	PWY-6588	pyruvate fermentation to acetone	Pyruvate-Degradation,Fermentation,Energy-Metabolism,Pathways	Fermentation	Energy-Metabolism
PWY-6590	PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation	Clostridium saccharobutylicum,Clostridium acetobutylicum,Clostridium acetobutylicum,Clostridium beijerinckii,	169679,272562,1488,1520,	Firmicutes,	1239,	PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	Pyruvate-Degradation,Fermentation,Energy-Metabolism,Pathways	Fermentation	Energy-Metabolism
PWY-6595	PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.	Camellia sinensis,Catharanthus roseus,Glycine max,Lupinus luteus,Solanum tuberosum,Arabidopsis thaliana,	4442,4058,3847,3873,4113,	Embryophyta,	3193,	PWY-6595	superpathway of guanosine nucleotides degradation (plants)	Guanosine-Nucleotides-Degradation,Purine-Degradation,Nucleosides and Nucleotides Degradation,Degradation/Utilization/Assimilation	Nucleosides and Nucleotides Degradation	Degradation
PWY-6596	PWY.6596..adenosine.nucleotides.degradation.I	Camellia sinensis,Catharanthus roseus,Glycine max,Lupinus luteus,Solanum tuberosum,Arabidopsis thaliana,	4442,4058,3847,3873,4113,	Embryophyta,	3193,	PWY-6596	adenosine nucleotides degradation I	Adenosine-Nucleotides-Degradation,Purine-Degradation,Nucleosides and Nucleotides Degradation,Degradation/Utilization/Assimilation	Nucleosides and Nucleotides Degradation	Degradation
PWY-6598	PWY.6598..sciadonate.biosynthesis	Anemone leveillei,	212809,	cellular organisms,	131567,	PWY-6598	sciadonate biosynthesis	Polyunsaturated Fatty Acid Biosynthesis,Unsaturated Fatty Acid Biosynthesis,Fatty Acid Biosynthesis,Fatty Acid and Lipid Biosynthesis,Biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY-6606	PWY.6606..guanosine.nucleotides.degradation.II	Aspergillus terricola,Camellia sinensis,Catharanthus roseus,Glycine max,Lupinus luteus,Solanum tuberosum,Arabidopsis thaliana,	36642,4442,4058,3847,3873,4113,	Fungi,Embryophyta,	4751,3193,	PWY-6606	guanosine nucleotides degradation II	Guanosine-Nucleotides-Degradation,Purine-Degradation,Nucleosides and Nucleotides Degradation,Degradation/Utilization/Assimilation	Nucleosides and Nucleotides Degradation	Degradation
PWY-6608	PWY.6608..guanosine.nucleotides.degradation.III	Drosophila melanogaster,Escherichia coli,Homo sapiens,Mus musculus,	7227,511145,9606,10090,	Bacteria,Metazoa,	2,33208,	PWY-6608	guanosine nucleotides degradation III	Guanosine-Nucleotides-Degradation,Purine-Degradation,Nucleosides and Nucleotides Degradation,Degradation/Utilization/Assimilation	Nucleosides and Nucleotides Degradation	Degradation
PWY-6609	PWY.6609..adenine.and.adenosine.salvage.III	Escherichia coli,Halobacterium salinarum,Homo sapiens,Mycoplasma pneumoniae,	511145,2242,9606,272634,	Archaea,Eukaryota,Bacteria,	2157,2759,2,	PWY-6609	adenine and adenosine salvage III	Adenine-Adenosine-Salvage,Purine-Nucleotides-Salvage,Purine Nucleotide Biosynthesis,Nucleosides and Nucleotides Biosynthesis,Biosynthesis	Nucleosides and Nucleotides Biosynthesis	Biosynthesis
